user,item,score,context,value
19,5,2,c,0.556
19,2,4,c,0.341
2,10,3,c,0.349
12,8,5,d,0.715
4,5,4,b,0.649
10,5,5,d,0.905
18,4,2,d,0.159
13,3,4,b,0.069
2,8,1,c,0.045
20,2,1,a,0.885
12,7,4,a,0.314
8,8,1,a,0.465
11,5,1,a,0.594
19,1,5,b,0.415
4,10,4,d,0.554
4,3,5,d,0.537
12,4,2,c,0.989
17,6,5,a,0.498
10,7,3,a,0.227
2,6,3,d,0.218
9,1,5,d,0.916
6,5,1,a,0.377
13,3,5,a,0.831
8,10,4,d,0.241
4,6,2,b,0.748
6,2,5,c,0.090
14,5,4,a,0.165
6,6,1,b,0.123
1,9,5,c,0.281
18,7,5,a,0.965
8,10,4,c,0.178
19,7,2,b,0.484
7,1,2,d,0.550
20,8,4,d,0.709
17,6,5,a,0.712
9,9,4,c,0.037
18,8,1,c,0.359
19,5,3,a,0.243
13,1,2,b,0.936
16,10,3,a,0.418
1,9,4,c,0.214
20,10,4,d,0.343
20,3,2,a,0.251
5,8,1,d,0.494
3,4,4,d,0.349
5,10,1,b,0.190
2,5,5,d,0.915
13,6,1,a,0.831
13,9,1,d,0.118
20,9,1,d,0.153
14,4,3,d,0.231
9,4,4,d,0.810
6,1,4,a,0.077
9,5,3,b,0.153
5,6,2,c,0.403
9,6,1,c,0.051
4,5,4,a,0.050
19,2,4,c,0.808
6,6,1,a,0.445
15,8,5,d,0.382
10,3,1,c,0.943
13,8,2,a,0.044
10,5,2,c,0.093
3,5,3,d,0.985
4,1,4,d,0.624
5,6,4,c,0.562
2,3,3,b,0.793
14,3,1,d,0.582
20,3,2,d,0.270
13,9,5,d,0.840
2,7,4,a,0.663
4,4,2,d,0.671
16,5,2,b,0.759
15,2,3,b,0.744
11,4,2,b,0.217
9,9,5,d,0.250
14,5,2,d,0.957
6,4,4,c,0.163
16,6,2,d,0.708
1,8,2,d,0.934
17,1,2,a,0.157
4,1,5,c,0.297
14,4,2,c,0.851
15,8,1,b,0.785
9,8,3,d,0.840
11,6,4,c,0.805
17,3,1,b,0.910
6,1,1,b,0.927
18,10,2,c,0.219
19,2,5,c,0.036
10,9,4,d,0.170
7,2,3,b,0.717
12,7,1,b,0.647
20,3,4,d,0.480
20,4,4,b,0.785
11,6,4,a,0.727
10,6,5,b,0.096
19,7,5,a,0.367
20,5,2,c,0.546
10,5,2,b,0.128
3,8,3,a,0.644
3,10,1,b,0.238
18,9,4,d,0.944
10,7,2,a,0.621
10,2,5,a,0.502
19,1,4,d,0.012
10,2,4,d,0.167
7,10,3,b,0.671
1,5,2,c,0.491
17,8,1,d,0.630
6,9,2,b,0.735
4,5,4,a,0.118
11,3,2,c,0.664
20,10,2,d,0.494
5,1,4,b,0.504
17,10,1,d,0.666
17,2,2,c,0.501
3,4,5,a,0.893
18,7,1,a,0.624
18,5,2,a,0.482
13,5,1,d,0.877
16,7,4,a,0.182
12,1,2,d,0.218
9,6,5,c,0.726
10,9,4,a,0.745
17,1,5,d,0.913
9,7,3,d,0.917
3,10,3,a,0.988
5,8,5,c,0.189
17,7,4,d,0.778
9,8,1,a,0.851
4,10,4,a,0.178
8,8,4,d,0.519
13,10,5,b,0.825
11,7,1,d,0.018
18,5,4,d,0.129
20,3,1,c,0.205
12,7,3,b,0.830
4,3,5,b,0.687
7,3,4,c,0.878
9,9,2,a,0.128
10,1,4,b,0.273
4,5,5,b,0.466
6,7,5,d,0.440
10,6,5,d,0.501
7,7,3,d,0.727
7,3,3,b,0.972
14,5,1,b,0.637
15,6,2,a,0.537
12,9,5,a,0.165
14,5,4,a,0.378
13,10,5,b,0.733
3,1,1,a,0.347
17,2,1,a,0.235
16,8,1,a,0.173
17,10,4,d,0.363
17,4,4,d,0.255
16,8,4,b,0.323
8,2,4,d,0.085
11,1,5,b,0.899
12,2,5,b,0.645
20,7,1,b,0.301
7,6,2,a,0.859
17,4,5,a,0.862
11,1,5,b,0.173
15,2,4,c,0.012
6,9,2,b,0.847
17,1,4,b,0.106
4,7,4,d,0.509
20,2,4,a,0.667
16,1,2,d,0.456
9,8,3,d,0.914
10,1,1,b,0.750
19,4,5,a,0.286
18,6,1,c,0.894
5,1,5,d,0.099
20,6,1,b,0.709
10,4,2,d,0.801
1,6,4,a,0.183
14,6,2,a,0.954
1,9,3,d,0.318
6,7,2,a,0.247
2,10,2,d,0.717
11,2,2,b,0.221
11,1,5,d,0.862
11,2,5,d,0.504
1,7,4,d,0.655
4,6,4,c,0.148
4,4,2,c,0.250
18,10,2,b,0.144
3,5,1,c,0.765
17,9,2,c,0.140
13,5,2,c,0.624
19,6,1,d,0.772
16,10,2,b,0.876
16,5,4,a,0.369
6,5,1,b,0.841
17,8,3,c,0.179
15,2,4,b,0.102
15,8,2,c,0.564
9,5,1,a,0.651
10,10,5,d,0.626
17,3,1,b,0.983
18,8,1,a,0.239
6,8,3,c,0.550
12,3,4,c,0.506
6,1,3,c,0.788
4,9,5,d,0.090
6,4,4,c,0.196
1,3,4,b,0.942
13,2,3,d,0.707
15,9,3,a,0.146
20,10,2,d,0.888
1,10,1,d,0.623
10,6,2,c,0.435
10,5,3,c,0.169
8,2,4,c,0.014
14,8,1,c,0.368
19,1,4,d,0.135
16,2,5,b,0.482
18,10,4,d,0.630
4,5,4,c,0.864
16,5,4,d,0.687
4,9,1,b,0.970
2,2,1,c,0.350
1,7,3,b,0.969
18,3,2,b,0.205
16,9,1,d,0.184
16,7,1,d,0.381
13,5,3,b,0.740
1,2,2,d,0.776
10,10,3,a,0.151
15,9,5,c,0.748
8,10,2,a,0.074
3,9,3,d,0.319
3,4,4,c,0.893
1,5,3,b,0.849
9,6,4,a,0.843
20,2,1,d,0.019
6,5,3,d,0.425
12,6,1,a,0.982
17,4,3,d,0.796
15,2,4,d,0.603
5,7,2,c,0.066
11,3,5,c,0.887
16,9,5,d,0.801
19,3,3,d,0.837
16,8,5,c,0.669
4,2,3,c,0.180
14,1,3,a,0.820
3,4,4,d,0.554
16,3,4,a,0.046
19,5,1,a,0.426
6,2,1,a,0.048
20,10,2,d,0.327
17,10,5,c,0.032
9,1,4,d,0.746
20,2,2,a,0.335
7,6,4,a,0.156
13,8,3,b,0.057
8,8,4,c,0.571
18,5,4,a,0.807
16,7,3,c,0.915
8,9,5,d,0.325
12,5,3,c,0.056
3,10,1,c,0.567
11,6,2,d,0.795
7,8,2,c,0.226
18,3,1,b,0.528
10,8,2,d,0.448
3,6,2,d,0.747
2,9,2,a,0.709
10,1,1,c,0.861
13,2,5,d,0.015
13,8,1,d,0.784
3,10,4,d,0.324
5,1,3,a,0.546
11,1,1,c,0.068
5,5,3,c,0.822
7,8,3,a,0.272
6,5,3,b,0.495
1,1,4,a,0.303
17,7,3,d,0.970
7,7,3,c,0.833
15,6,4,c,0.303
5,4,3,d,0.110
1,7,5,c,0.096
12,5,1,b,0.261
19,7,5,c,0.036
20,2,5,d,0.929
1,3,4,d,0.449
5,10,1,b,0.081
19,9,3,d,0.749
13,1,4,c,0.347
14,1,3,b,0.388
3,5,1,d,0.333
14,2,3,c,0.984
10,8,3,c,0.579
12,4,5,a,0.846
12,9,2,d,0.836
9,6,1,d,0.368
17,7,5,d,0.313
18,1,5,c,0.396
17,3,5,c,0.383
1,1,3,b,0.120
19,9,4,d,0.087
6,4,2,c,0.018
12,3,4,c,0.080
6,4,3,c,0.456
7,9,2,d,0.842
11,7,1,b,0.423
1,1,2,a,0.729
2,10,2,c,0.798
4,4,5,a,0.772
12,8,2,a,0.254
8,9,3,c,0.157
14,5,3,c,0.466
10,5,5,c,0.927
10,9,2,b,0.034
13,7,2,b,0.024
2,4,2,c,0.618
11,9,3,a,0.772
6,2,5,b,0.604
2,8,2,d,0.708
7,4,1,d,0.519
8,9,5,d,0.766
9,8,2,d,0.755
11,7,1,a,0.437
13,4,4,a,0.383
3,8,2,c,0.172
8,5,3,a,0.927
18,3,3,a,0.574
12,7,3,d,0.543
8,8,1,a,0.652
15,9,4,a,0.501
14,2,4,c,0.023
11,5,4,d,0.767
10,9,1,b,0.746
6,9,3,c,0.054
6,9,4,d,0.500
11,9,3,a,0.288
8,3,2,d,0.664
9,2,2,a,0.551
7,6,4,a,0.350
8,5,5,a,0.112
19,7,2,b,0.824
3,8,3,b,0.857
3,7,5,c,0.821
17,1,1,b,0.988
15,3,4,b,0.621
20,2,5,b,0.369
18,9,5,c,0.274
6,4,3,d,0.649
9,7,2,a,0.485
5,1,4,b,0.245
4,2,2,d,0.293
5,8,5,a,0.409
8,3,4,c,0.796
12,6,2,a,0.458
12,9,5,a,0.778
1,1,3,b,0.268
8,1,1,c,0.880
9,9,3,b,0.726
13,5,4,c,0.198
20,8,4,b,0.608
8,2,1,b,0.317
2,10,2,b,0.603
8,6,5,c,0.328
15,5,4,a,0.412
11,3,3,a,0.587
17,3,2,d,0.895
6,4,5,c,0.183
8,5,5,d,0.692
17,10,2,a,0.010
8,1,4,c,0.027
18,7,3,a,0.039
17,4,3,b,0.288
18,2,3,c,0.627
5,10,4,d,0.372
18,10,5,b,0.980
20,7,2,d,0.125
16,3,5,a,0.866
2,7,4,c,0.143
9,3,1,a,0.797
20,10,1,a,0.125
3,2,2,a,0.160
5,9,4,c,0.544
10,8,1,c,0.934
11,10,2,c,0.501
16,3,2,b,0.732
3,9,4,c,0.132
5,4,4,a,0.877
2,5,5,a,0.919
6,6,2,d,0.201
14,1,2,a,0.844
8,2,2,a,0.040
6,9,5,a,0.527
17,7,3,b,0.321
12,10,5,b,0.893
9,3,2,b,0.079
16,4,3,c,0.332
5,3,4,c,0.409
17,8,5,a,0.328
11,8,1,b,0.480
6,6,3,d,0.388
4,5,3,d,0.452
5,3,1,b,0.241
16,2,5,c,0.717
11,1,4,a,0.881
13,6,4,a,0.388
3,4,1,b,0.436
3,9,3,a,0.917
3,2,5,b,0.619
5,1,3,a,0.026
13,6,2,a,0.872
16,5,4,c,0.931
12,2,2,b,0.346
4,2,5,d,0.492
2,1,5,a,0.580
14,6,4,b,0.883
6,2,4,a,0.437
11,7,4,d,0.359
14,6,3,c,0.246
10,7,4,d,0.917
5,5,1,c,0.338
9,3,4,b,0.128
7,8,2,c,0.537
16,5,2,d,0.084
1,8,3,c,0.064
8,8,3,d,0.353
6,7,5,c,0.864
18,5,4,c,0.976
2,7,2,c,0.755
7,1,5,d,0.038
2,8,2,a,0.614
13,4,4,a,0.723
10,10,1,b,0.141
13,8,3,a,0.051
7,9,4,c,0.916
4,9,2,c,0.612
1,8,5,d,0.604
15,8,1,d,0.460
14,2,4,a,0.705
18,3,5,d,0.100
6,6,4,d,0.516
2,3,5,c,0.537
14,4,4,d,0.530
13,1,2,a,0.844
1,5,5,a,0.276
10,1,3,a,0.037
20,4,4,a,0.568
7,5,3,b,0.601
15,6,3,d,0.649
19,7,1,c,0.587
16,9,1,d,0.450
8,8,2,b,0.265
17,9,2,d,0.318
9,5,1,a,0.199
19,2,4,a,0.876
1,8,2,b,0.212
11,8,4,c,0.824
12,10,1,c,0.443
12,3,1,b,0.180
20,5,3,a,0.788
15,4,2,b,0.593
15,2,1,a,0.099
20,8,3,a,0.122
16,4,2,a,0.024
1,6,1,a,0.143
10,2,2,d,0.415
13,3,3,c,0.140
3,6,2,b,0.455
4,1,3,a,0.796
14,8,3,d,0.870
16,6,1,b,0.089
18,1,3,a,0.787
14,7,5,b,0.790
17,3,1,b,0.063
13,6,3,b,0.667
4,9,4,a,0.250
11,4,5,d,0.986
19,5,3,b,0.426
17,6,4,b,0.118
4,5,3,d,0.242
17,4,5,c,0.100
12,9,2,a,0.455
5,1,3,d,0.024
6,1,2,d,0.530
4,7,2,a,0.339
11,4,5,a,0.301
11,7,4,b,0.243
13,3,1,c,0.827
15,9,4,d,0.117
12,2,1,b,0.268
16,8,5,b,0.320
16,5,2,b,0.570
1,10,3,b,0.431
5,4,1,a,0.565
16,4,1,c,0.224
16,9,4,d,0.098
14,5,5,b,0.661
16,3,5,a,0.443
12,1,2,c,0.857
11,10,2,b,0.934
6,4,2,c,0.818
1,4,3,c,0.771
14,8,3,c,0.194
4,7,3,a,0.127
17,7,1,a,0.679
15,5,4,a,0.480
6,5,4,c,0.913
19,3,1,d,0.023
11,3,5,c,0.293
14,6,5,a,0.949
3,2,4,a,0.459
15,4,5,c,0.844
6,8,1,d,0.462
20,10,2,a,0.141
15,9,5,b,0.698
1,1,3,a,0.401
4,7,2,d,0.575
17,9,3,b,0.341
9,2,1,d,0.141
18,5,5,b,0.051
7,4,4,d,0.416
11,10,4,d,0.291
16,6,3,c,0.810
18,8,2,b,0.282
8,7,1,d,0.594
14,1,1,a,0.388
16,3,4,d,0.112
3,2,5,d,0.664
4,4,2,b,0.688
18,5,2,c,0.590
3,3,2,c,0.121
13,6,5,c,0.483
2,8,4,d,0.110
6,8,4,d,0.852
6,6,2,b,0.018
13,4,2,d,0.689
11,2,4,d,0.813
3,5,1,d,0.349
15,4,3,c,0.284
16,8,2,a,0.419
18,7,5,a,0.366
7,1,3,a,0.314
8,3,3,b,0.385
19,10,4,a,0.328
14,9,5,d,0.115
7,2,2,d,0.153
15,1,1,d,0.510
7,8,2,a,0.189
16,8,3,c,0.585
10,9,1,b,0.919
16,10,3,b,0.536
5,6,2,a,0.172
5,7,5,a,0.723
18,7,1,c,0.903
2,5,1,a,0.861
8,8,5,b,0.543
18,8,4,d,0.886
3,1,1,a,0.450
12,9,2,b,0.158
20,3,2,b,0.490
19,2,1,b,0.271
20,2,1,c,0.575
5,1,3,d,0.020
6,5,5,d,0.760
19,6,1,a,0.222
5,5,3,b,0.857
15,9,1,b,0.121
12,7,3,b,0.107
2,7,3,a,0.532
9,7,5,c,0.121
20,7,5,a,0.523
7,9,4,d,0.905
8,3,4,a,0.330
3,6,2,b,0.133
11,4,1,d,0.308
12,7,5,d,0.824
1,7,5,a,0.546
13,3,5,b,0.818
4,10,2,c,0.556
12,3,1,d,0.445
15,8,1,a,0.986
12,4,2,a,0.333
6,2,3,c,0.422
4,2,5,c,0.559
2,2,5,d,0.348
2,5,4,d,0.035
12,1,4,a,0.360
12,9,5,a,0.119
5,10,1,b,0.330
5,7,2,d,0.156
5,7,3,b,0.415
10,7,2,d,0.985
12,10,1,b,0.754
6,3,5,c,0.316
6,7,4,b,0.929
16,10,2,b,0.525
1,4,1,b,0.307
10,4,1,a,0.677
19,8,5,a,0.910
11,5,1,a,0.699
9,7,3,a,0.965
5,2,1,c,0.517
9,4,2,a,0.600
18,4,3,a,0.247
14,6,3,c,0.141
13,7,3,b,0.038
18,3,5,c,0.492
10,10,3,b,0.235
5,4,3,c,0.061
2,8,3,d,0.493
12,3,4,b,0.742
19,8,1,b,0.809
8,10,1,b,0.343
3,2,1,a,0.542
9,7,5,b,0.895
7,6,4,b,0.489
13,7,1,a,0.162
12,3,4,a,0.338
11,8,1,b,0.435
9,8,1,c,0.224
13,2,3,c,0.571
7,3,5,c,0.701
6,1,3,b,0.123
6,3,1,c,0.165
5,7,2,b,0.010
18,1,4,d,0.746
16,6,4,d,0.481
20,6,5,a,0.530
14,6,5,d,0.152
17,2,4,b,0.774
16,1,5,a,0.303
7,4,1,c,0.144
13,10,3,d,0.432
6,6,5,c,0.870
6,7,5,d,0.556
15,9,2,b,0.628
18,1,2,a,0.498
17,2,2,c,0.315
7,8,1,a,0.250
19,8,2,a,0.793
15,7,3,a,0.856
9,3,2,b,0.867
5,8,3,c,0.337
19,5,1,b,0.738
11,6,5,d,0.448
8,1,5,d,0.947
19,1,2,c,0.433
4,3,4,a,0.341
18,1,3,b,0.550
5,10,1,a,0.028
13,2,5,a,0.351
17,4,3,b,0.524
4,5,3,b,0.977
3,5,5,b,0.467
9,1,1,a,0.710
19,3,4,b,0.441
16,7,4,a,0.436
6,8,4,d,0.755
9,2,1,c,0.566
18,5,5,c,0.509
7,3,5,d,0.251
1,9,3,b,0.218
8,3,4,c,0.591
3,10,4,c,0.598
11,10,1,b,0.720
16,6,2,a,0.984
1,1,4,c,0.963
7,8,1,c,0.148
9,4,5,b,0.450
11,5,2,d,0.703
7,2,2,c,0.085
10,9,2,c,0.270
15,9,5,a,0.100
2,8,5,c,0.552
14,1,4,b,0.164
5,4,2,c,0.849
20,3,1,b,0.436
13,5,1,a,0.612
15,7,1,d,0.866
10,4,4,d,0.228
1,8,5,b,0.036
16,8,4,c,0.771
3,6,3,d,0.067
9,10,1,b,0.388
18,10,1,b,0.989
20,1,3,d,0.744
19,10,1,b,0.961
11,5,5,b,0.349
4,9,2,a,0.643
18,10,1,c,0.731
4,8,4,b,0.435
5,3,4,d,0.410
4,3,4,c,0.592
8,3,5,c,0.599
5,1,4,a,0.538
4,4,1,a,0.956
15,8,2,c,0.848
15,2,3,b,0.332
13,4,5,b,0.384
8,9,1,a,0.028
18,1,3,a,0.228
12,2,1,c,0.625
17,1,3,a,0.081
13,8,2,c,0.081
8,10,1,b,0.710
12,5,5,c,0.711
13,7,4,c,0.617
8,6,1,b,0.878
1,2,1,d,0.849
5,3,3,a,0.015
1,5,3,a,0.918
17,6,3,c,0.864
5,9,4,b,0.263
2,3,5,b,0.262
10,3,5,b,0.531
14,8,4,b,0.653
7,10,3,b,0.260
6,1,5,b,0.684
13,9,1,a,0.891
14,6,5,d,0.720
20,8,3,a,0.834
7,5,1,a,0.596
12,6,4,b,0.303
1,5,3,a,0.339
19,8,1,d,0.884
11,8,4,a,0.091
11,1,2,d,0.428
6,9,3,b,0.796
6,8,5,d,0.275
11,10,5,d,0.161
3,2,3,b,0.198
15,8,1,b,0.248
12,9,1,d,0.529
5,4,5,a,0.939
10,5,2,c,0.339
17,10,2,a,0.580
5,8,3,d,0.098
9,6,5,d,0.147
9,8,3,d,0.082
18,5,3,d,0.985
16,6,2,a,0.787
4,3,3,a,0.145
15,10,4,d,0.555
4,1,2,d,0.945
19,7,3,a,0.779
17,8,5,c,0.032
17,8,4,a,0.218
14,4,1,c,0.212
5,3,2,b,0.708
7,5,3,a,0.388
18,7,1,d,0.736
17,7,1,d,0.647
9,10,3,b,0.124
11,1,4,c,0.243
18,4,5,b,0.825
1,2,1,d,0.600
20,4,1,a,0.980
6,8,1,b,0.819
10,4,1,b,0.756
18,5,2,b,0.900
10,1,3,d,0.113
9,1,5,a,0.439
2,1,2,d,0.692
13,5,5,b,0.267
7,2,2,a,0.441
16,1,2,d,0.776
13,7,4,d,0.347
10,2,4,d,0.964
18,8,2,c,0.367
12,3,3,b,0.381
5,1,4,b,0.581
13,7,3,c,0.064
2,1,2,c,0.248
11,4,5,a,0.828
20,5,1,a,0.063
9,4,3,b,0.659
11,8,3,c,0.105
20,5,4,b,0.176
17,8,3,a,0.521
7,7,3,c,0.434
11,3,4,d,0.603
13,7,2,c,0.617
6,1,2,b,0.315
18,1,2,c,0.082
12,5,4,a,0.232
12,6,5,c,0.894
14,8,1,a,0.587
16,1,1,d,0.044
2,2,3,a,0.510
7,6,4,a,0.368
20,7,1,d,0.556
18,5,1,a,0.342
5,6,5,c,0.714
2,4,4,a,0.784
13,8,1,d,0.202
9,2,2,b,0.141
12,8,4,d,0.172
14,8,4,c,0.618
13,7,1,a,0.399
18,3,4,a,0.752
15,5,5,b,0.715
16,10,5,b,0.844
16,6,4,a,0.880
3,1,1,b,0.815
19,3,1,d,0.283
8,10,4,b,0.479
20,4,3,b,0.214
9,9,5,d,0.017
1,1,5,b,0.488
11,9,2,c,0.228
4,2,1,c,0.553
13,2,1,d,0.584
10,10,2,b,0.452
19,7,2,a,0.140
15,2,1,d,0.952
13,1,4,c,0.832
4,7,5,a,0.979
4,7,3,a,0.776
18,9,4,d,0.168
5,1,1,b,0.387
11,4,4,c,0.146
9,7,5,a,0.940
1,8,1,a,0.375
2,3,4,a,0.431
7,7,5,a,0.362
13,7,5,b,0.913
9,3,1,b,0.378
18,1,3,c,0.599
5,3,1,c,0.700
18,4,5,d,0.795
9,8,3,a,0.154
17,1,4,c,0.082
17,5,1,c,0.806
8,6,4,c,0.664
11,6,5,d,0.983
14,10,2,d,0.703
17,4,1,d,0.297
10,9,3,d,0.393
2,6,2,d,0.982
1,1,4,b,0.511
11,9,3,a,0.283
6,4,1,c,0.350
9,1,2,b,0.446
20,5,5,a,0.773
6,8,3,b,0.124
18,1,4,c,0.851
16,10,1,b,0.851
3,8,4,b,0.439
18,6,2,c,0.804
3,10,1,b,0.775
4,4,5,d,0.691
4,5,3,b,0.439
13,6,3,c,0.021
7,3,2,a,0.473
10,5,3,b,0.285
19,6,1,b,0.295
19,2,4,b,0.705
20,5,4,c,0.914
9,3,4,c,0.895
7,3,2,b,0.834
15,2,2,b,0.734
1,1,4,a,0.424
10,5,4,c,0.476
11,4,3,b,0.625
14,6,3,a,0.640
5,2,1,d,0.388
19,3,4,c,0.787
16,3,4,b,0.626
7,4,3,a,0.893
4,2,1,d,0.618
9,4,1,b,0.380
13,2,3,b,0.630
8,2,5,d,0.457
7,4,1,a,0.669
17,1,3,d,0.191
20,3,5,a,0.117
12,2,1,a,0.077
16,5,2,c,0.929
14,8,2,d,0.716
7,1,2,b,0.703
9,8,4,d,0.708
13,7,1,c,0.591
9,9,5,c,0.970
14,6,1,a,0.068
19,6,1,d,0.874
8,4,5,a,0.054
12,7,3,b,0.021
4,5,3,b,0.512
17,6,4,a,0.680
7,7,3,c,0.504
15,3,1,d,0.649
14,2,3,a,0.171
17,10,3,c,0.660
4,7,3,d,0.339
3,8,4,b,0.891
1,7,5,c,0.191
3,2,2,b,0.810
12,3,3,c,0.338
2,5,5,a,0.458
11,2,3,d,0.470
16,3,4,a,0.087
4,7,1,a,0.048
20,1,2,c,0.271
15,10,3,d,0.921
7,5,5,d,0.685
5,6,2,d,0.061
9,1,3,b,0.541
11,3,5,a,0.595
4,5,1,d,0.799
14,7,4,b,0.803
12,2,1,c,0.667
15,2,1,c,0.142
2,2,2,c,0.836
4,1,2,d,0.202
3,2,2,c,0.326
16,6,4,b,0.153
9,10,4,b,0.772
14,1,4,a,0.716
13,6,1,d,0.489
10,10,1,a,0.227
17,3,3,a,0.544
11,6,5,b,0.091
11,3,3,b,0.464
7,5,1,b,0.284
1,7,4,b,0.567
2,9,1,b,0.907
4,6,2,a,0.461
20,7,3,a,0.194
7,3,1,c,0.510
5,10,3,a,0.508
9,1,4,a,0.358
20,3,1,d,0.301
14,1,4,b,0.648
7,8,4,c,0.229
15,10,1,c,0.898
6,2,3,a,0.097
6,8,5,a,0.369
4,7,2,d,0.034
15,6,3,d,0.408
11,3,3,d,0.101
18,10,5,b,0.930
1,3,4,c,0.412
2,9,3,d,0.491
5,8,3,d,0.439
18,8,3,c,0.857
9,1,1,c,0.045
14,1,2,a,0.456
10,6,5,d,0.880
3,9,3,c,0.253
10,2,1,c,0.249
19,7,3,b,0.437
16,10,2,a,0.442
7,3,2,d,0.062
1,4,1,d,0.150
11,8,2,d,0.482
19,1,4,b,0.460
10,1,3,a,0.162
4,3,3,c,0.408
9,6,1,a,0.082
3,2,3,b,0.521
13,10,1,d,0.208
5,7,2,c,0.098
20,3,2,c,0.137
16,10,5,c,0.114
7,2,3,c,0.795
4,3,4,d,0.598
10,4,5,b,0.067
14,8,5,c,0.408
19,8,3,b,0.657
15,10,2,d,0.895
12,7,5,b,0.500
8,6,2,a,0.323
9,7,5,d,0.522
8,9,2,c,0.269
14,5,3,d,0.237
2,1,1,b,0.802
20,7,4,d,0.708
10,5,4,d,0.563
2,10,1,c,0.683
14,6,5,c,0.291
19,9,3,b,0.277
3,6,5,b,0.764
17,8,3,c,0.661
16,5,2,c,0.137
2,3,1,d,0.532
17,7,4,d,0.707
18,1,2,c,0.939
19,4,4,d,0.795
2,6,2,d,0.761
5,9,5,d,0.865
10,8,2,a,0.406
2,9,4,c,0.838
6,4,4,b,0.850
2,1,1,c,0.140
18,2,1,c,0.947
13,1,4,c,0.681
3,9,3,c,0.333
18,9,5,b,0.964
3,3,2,d,0.760
6,1,4,b,0.142
7,2,4,a,0.126
18,8,3,a,0.507
10,5,1,d,0.956
12,2,2,c,0.486
15,4,1,d,0.190
18,3,1,a,0.660
18,8,5,c,0.297
10,2,4,d,0.687
12,3,3,b,0.034
5,5,4,d,0.476
18,10,5,d,0.236
7,10,5,b,0.101
20,8,2,d,0.515
5,1,2,a,0.956
11,4,4,d,0.877
9,10,1,d,0.656
12,3,3,b,0.426
11,9,1,a,0.357
8,9,4,b,0.709
19,4,3,c,0.287
14,6,2,b,0.310
10,4,4,c,0.274
3,3,1,c,0.421
2,4,3,d,0.965
1,1,3,b,0.907
12,9,2,d,0.665
20,10,5,a,0.191
20,6,3,d,0.604
11,9,1,d,0.156
11,9,3,a,0.162
9,4,4,c,0.230
18,4,1,d,0.326
13,3,3,a,0.482
3,8,5,d,0.516
12,10,2,b,0.064
9,6,2,b,0.672
18,8,2,c,0.152
10,6,4,b,0.433
18,4,4,c,0.293
13,7,1,d,0.453
10,1,3,d,0.043
10,8,2,d,0.304
8,1,4,b,0.415
17,9,3,b,0.840
17,2,3,b,0.751
19,8,5,c,0.296
14,1,5,c,0.164
3,4,3,b,0.695
20,3,5,b,0.057
16,9,2,b,0.093
19,10,5,d,0.347
17,3,4,a,0.653
15,8,2,c,0.565
6,6,1,c,0.542
7,10,3,c,0.663
11,1,3,d,0.083
16,8,1,b,0.677
8,6,2,b,0.698
11,10,1,d,0.695
20,4,2,b,0.333
2,7,3,d,0.905
3,7,1,c,0.080
10,2,5,b,0.530
17,3,5,c,0.411
4,3,1,d,0.911
6,4,2,b,0.932
10,2,4,b,0.508
5,10,4,c,0.227
19,1,5,a,0.186
4,9,1,c,0.739
6,5,1,d,0.137
4,2,4,b,0.478
19,4,2,c,0.324
3,8,4,a,0.633
13,6,2,d,0.791
12,4,3,a,0.948
14,7,3,a,0.874
11,7,2,c,0.826
6,8,3,c,0.801
8,5,4,a,0.709
14,2,2,a,0.168
7,4,5,b,0.727
10,2,2,b,0.599
15,5,5,d,0.977
4,7,5,c,0.516
12,7,3,d,0.191
12,5,1,d,0.751
13,8,1,b,0.693
14,4,4,b,0.282
8,2,3,a,0.839
10,10,2,d,0.591
6,6,4,c,0.022
11,3,4,d,0.774
10,5,4,a,0.822
2,1,5,c,0.148
3,9,2,d,0.471
16,10,2,b,0.119
10,2,4,b,0.592
12,1,2,d,0.566
2,7,4,a,0.946
19,1,2,c,0.855
16,2,1,d,0.400
14,7,3,b,0.936
8,10,1,d,0.138
11,9,3,c,0.071
1,2,1,a,0.758
10,7,5,b,0.255
17,2,5,d,0.196
1,4,3,b,0.083
7,5,5,b,0.934
3,3,2,b,0.097
5,7,2,c,0.106
15,1,2,b,0.783
4,4,5,a,0.609
15,9,1,a,0.902
2,1,4,b,0.249
9,6,1,b,0.970
5,9,1,c,0.087
5,9,1,c,0.790
2,3,2,c,0.389
12,2,1,a,0.771
9,7,5,a,0.677
10,3,1,b,0.180
5,9,4,a,0.403
11,5,3,d,0.928
11,4,3,b,0.281
12,4,5,b,0.896
11,1,2,b,0.513
17,8,4,c,0.918
16,5,4,b,0.834
1,2,2,a,0.756
9,3,5,d,0.609
12,10,3,c,0.890
12,3,5,d,0.415
2,5,2,a,0.854
13,5,4,d,0.684
11,6,3,b,0.275
18,2,1,d,0.393
5,2,5,c,0.640
3,7,1,a,0.607
4,3,2,c,0.611
13,6,4,a,0.083
3,9,4,d,0.105
20,9,2,a,0.234
20,8,2,a,0.348
16,5,1,c,0.618
4,6,1,c,0.473
10,9,3,a,0.647
14,8,4,b,0.100
17,4,4,b,0.905
17,2,2,c,0.789
4,5,2,a,0.026
6,4,2,d,0.479
17,5,3,d,0.461
10,2,1,a,0.607
12,9,1,c,0.511
13,7,5,b,0.883
19,5,5,b,0.900
12,9,1,a,0.196
4,7,3,d,0.144
18,7,5,c,0.889
